id,file,page_link,page_number,marginal_text,merged,text
i-SxdRoMQukqgidzudMKGufo,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,1.0,0.0,Angående tillfällig löneförbättring åt provinsialläkare. (Forts.)
i-WFXKhTss7V6gfGGro8k62S,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,1.0,0.0,"44 Onsdagen den 29 Mars, f. m."
i-6hEzRiFB84kCfMtCmWDitX,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,0.0,0.0,"åren af sitt lif. Det är likväl icke endast detta offer af sina bästa ungdomsår de måste bringa sin utbildning, de måste äfven derpå, såsom en gifven följd af den långa studietiden, nedlägga ett vida större kapital än någon annan embetsman. Det är icke för högt tilltaget om man säger, det den blifvande läkaren på sina studier vid universitetet måste nedlägga 15,000 kronor; och denna summa utgör oftast en skuld, som länge hänger efter. På grund af personlig kännedom om förhållandena vågar jag till och med påstå, att den skuld, som läkarne för sin utbildning åsamka sig, i de flesta fall är högre, än den angifna summan."
i-R2EXgxNMbGe4cwwQFWUNsq,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,0.0,0.0,"Provinsialläkaren tillträder i allmänhet sitt embete vid 36 års ålder. Han dör i förtid. Medelsiffran för hans lifstid är 57,7 år. Han uppoffrar således äfven för sitt kall en god del af sin ålderdom, då han dör redan vid de år,som utgöra ålderdomens inledning. Detta är en vigtig omständighet, hvarpå jag vill synnerligen fästa uppmärksamheten, innan jag ötvergår till den rent ekonomiska delen af frågan. För honom falla de år bort, då skörden af lifsarbetet börjar mogna; han får nästan aldrig plocka de sent mognande frukterna af sin lifsverksamhet; den tid, då andra familjefäder lägga sista handen vid sina barns uppfostran, eller då de se barnen gå ut i lifvet för att sjelfva intaga en fast ställning i samhället, är för provinsialläkaren i regeln förlorad. Det är en omständighet detta, som jag tror väl böra tagas i betraktande vid bedömandet af denna fråga, äfven oberoende af hennes ekonomiska sida. å"
i-EbEyaXRMiDnnHufzscxKVi,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,0.0,0.0,Det har här nyss af en ärad talare satts i fråga huruvida denn
i-51RqDaj61ULHsV3jBPwXfr,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,0.0,0.0,""" uppgift om provinsialläkarnes låga medelålder i sjelfva verket betyder"
i-AbMu9KbuoLUEvQjyyb76hw,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,0.0,0.0,"så mycket, och huruvida den angifna medelåldern verkligen är anmärkningsvärdt lägre än andra menniskors. Från Statistiska centralbyrån har jag härom förskaffat mig exakta upplysningar och är på grund af dem i tillfälle meddela, att en man, som uppnått 35 år, eller i det närmaste den ålder, vid hvilken provinsialläkaren tillträder sitt embete, har i medeltal en återstående lifstid af 29,9 eller i det allra närmaste 30 år, han dör sålunda i regeln först vid 65 års ålder; för provinsialläkare deremot, som enligt hvad statistisken bestämdt : visar i medeltal dör vid 57,7 års ålder, återstå vid hans tillträde till tjensten ej fullt 23 år, och det är alldeles klart, att hans lifstid sålunda är minst 7 år kortare i medeltal än hvad som utgör den allmänna medelåldern för dem, som uppnått 35 år, och dessa 7 år måste han anses offra för sitt kall; ett offer alldeles för stort för att ej beaktas och ett offer, genom hvilket provinsialläkarens förvärfstid i hög grad inskränkes och hans behof af förvärf under denna tidi motsvarande grad ökas."
i-Eng66V4ZwSDYxfeZfDTJsm,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,0.0,0.0,"Men om dessa provinsialläkare göra sådana uppoffringar och detta icke blott en och annan, utan hela corpsen i allmänhet, och man ändå ser den ena generationen efter den andra gå in på samma bana, så borde väl deras ställning vara mycket afundsvärd, eftersom nya individer oupphörligt rycka in i ledet och ersätta dem, som gått undan. Aderton och ett halft år är den i verkligheten uppnådda medelsiffran för provinsialläkarens tjenstetid. Hurudan har då hans verk-"
i-MkjTgRpFNeTzoUjXz2hqo5,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,1.0,0.0,"Onsdagen den 26 April, e. m."
i-JHDjX5NoUL3anD9R2Kecrp,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,1.0,0.0,15
i-MSEUKPJeSeYEpdFSBU1J9c,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,Efter 5 års tjenstgöring kan lönen ökas med 600 kronor.
i-VGjR4hHXWZAmRTtWB6qK1N,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,Efter 5 års tjenstgöring kan lönen ökas med 500 kronor och efter ytterligare 5 år med 500 kronor.
i-WSMYtPr9Cqn13D2fYidAh1,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,Efter 5 års tjenstgöring kan lönen ökas med 600
i-8k57ArhEr27sptEJbH1NTq,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,kronor.
i-EVtxzxfJ4bWCr7nXp1mUW8,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,Efter 5 års tjenstgöring kan lönen ökas med 500 kronor och efter ytterligare 5 år med 500 kronor.
i-KWfxnVqF6CNuxtr3maT1qX,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,Efter 5 års tjenstgöring kan lönen ökas med 500 kronor och efter ytterligare 5 år med 500 kronor.
i-TdC8gX2fWUyHQjGdaDfdpc,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,Efter 5 års tjenst-
i-EAz75afeYDE95QQBjdP94j,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,"2093 Lön. 2 = Summa. RR AA Rr Kronor. 1 Chefooooooooooee se =-= == === | 13000/3,000) 10,000 Jordbruksafdelningen: 1 tredje gradens tjensteman |4,400/2,000] 6,400 :0 4,40012,000] 6,400 1 första gradens tjensteman|1,80011,200! 3,000 1 d:o 1,800/1,200) 3,000 Skogsafdelningen: 1 tredje gradens tjensteman|4,40012,000) 6,400 d:o 8,80014,000) 12,800 1 första gradens tjensteman|1,800/1,200) 3,000 3 d:o 5,40013,600) 9,000 1 första gradens tjensteman (ombudsman) |1,800/1,200) 3,000 1 d:o (registrator)|1,80011,200] 3,000 1 förste vaktmästare......... 800) 300) 1,100+) 1 andre [HV 500! 300 800) 1 d:o d:0 moon. 500) 300 800”) Anslag till vikariatsersättning, arvoden åt 'amanuenser och extra biträden, renskrifningsoch tryckningskostnader ............ — | — | 22,300 Inspektionsresor ............... — | — 4.000 Summa| — | — | 95,000"
i-KKBBsniJu9PcTYdz2pcScL,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,göring kan lönen ökas med 100 kronor.
i-WBXSwDZoe2ZfWoE4j7EH8P,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,"”) Om vaktmästare åtnjuter fri bostad skall, så länge denna förmån qvarstår, lönen minskas med 150 kronor."
i-BQkrzTuj9udtw7DJ6kyHNg,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,0.0,0.0,"Och hade Utskottet hemstält, att, under förutsättning att Rilksdagen enades om grunderna för förvaltningen af kronans domäner, Riksdagen måtte för inrättande af en för statens jordbruksdomäner och skogar gemensam domänstyrelse, i hvilken den nuvarande Skogsstyrelsen borde uppgå, bevilja ett anslag å ordinarie stat af 88,300"
i-EyfuZAavku7eLS8awu9UU6,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,1.0,0.0,N:o 42.
i-UGvGv2sA7CjAWUmLweHws3,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,1.0,0.0,Ang. förvalt-
i-AVxmKZRNC79Z8nmhSTiQrE,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,1.0,0.0,ningen af kro-
i-Rrrr7DLLQueVVgiTtcfShF,riksdagen-records\data\1882\prot-1882--ak--042.xml,https://betalab.kb.se/prot-1882--ak--42/prot_1882__ak__42-014.jp2/_view ,15,1.0,0.0,nans domäner. (Forts.)
i-HkEGsJXfadekbHuvPqem98,riksdagen-records\data\1889\prot-1889--ak--026.xml,https://betalab.kb.se/prot-1889--ak--26/prot_1889__ak__26-009.jp2/_view ,10,1.0,0.0,N:o 26.
i-UrzTxPeNu7Ad8SuVB67UJf,riksdagen-records\data\1889\prot-1889--ak--026.xml,https://betalab.kb.se/prot-1889--ak--26/prot_1889__ak__26-009.jp2/_view ,10,1.0,0.0,Angående anslag till telefonanläggningar. (Forts.)
i-X2NBLk7VyKASduVBxq1Ycs,riksdagen-records\data\1889\prot-1889--ak--026.xml,https://betalab.kb.se/prot-1889--ak--26/prot_1889__ak__26-009.jp2/_view ,10,1.0,0.0,"10 Onsdagen den 27 Mars, e. m."
i-BVaprtdiRMAXWgMxvF6FRj,riksdagen-records\data\1889\prot-1889--ak--026.xml,https://betalab.kb.se/prot-1889--ak--26/prot_1889__ak__26-009.jp2/_view ,10,0.0,0.0,"telefonsamtal till station utom Göteborg och då blir nog äfven deras årsafgift 120 kr. Hos oss i Gefle betalade vi förra året 30 kronor för hvarje apparat, och för innevarande år är afgiften nedsatt till 25 kronor. För detta pris får jag telefonera öfver både Gestrikland, Helsingland och Dalarne, så långt vägen räcker! Jag har just låtit sätta upp på väggen här i sammanbindningsbanan en telefonkarta, hvaraf man kan se, hur långt vi kunna komma 1 afseende på telefonering för en afgift af 25 kronor om året. I längden blir skilnaden naturligtvis ännu mera betydlig. Tager jag t. ex. en tidrymd af 10 år och telefonafgiften sättes till 125 kronor om året, så gör mig detta 1,250 kronor. Tar jag nu återigen årsafgiften till endast 30 kronor, så gör den för 10 år endast 300 kronor. Våra linier i Gefle kosta i anläggning för hvarje med apparat 275 kronor. Alltså, våra telefoner kosta oss för 10 år tillhopa 575 kronor. Sålunda hafva vi dem efter dessa 10 år '675 kronor billigare än vi skulle hafva dem, om vi varit telegrafverkets abonnenter; och ändock ega vi sjelfva våra linier och våra telefonskåp, under det att de, som äro telegrafverkets abonnenter, icke ega en fot af tråden och ännu mindre något af skåpet! Afven om jag antar, att staten skulle nedsätta telefonafgiften till 30 kronor om året, så blir det för 10 år 800 kronor, och då få vi 225 kronor öfver ändå, på samma gång vi äro egare af alltsammans, som jag nyss nämnde. Och skulle staten också nedsätta afgiften ända till 60 kronor, såsom herr finansministern tycktes antyda, så blir det ändå 600 kronor för 10 år, så att vi i allt fall göra en besparing på 25 kronor och derjemte ega våra nät och våra skåp. I ekonomiskt afseende blir sålunda allmänheten verkligen icke alls betjenad dermed, att den lokala telefonkorrespondensen kommer i händerna på telegrafverket. Ty icke lär väl statsverket göra några underverk på det området. Ser jag åter saken ur kommunikativ synpunkt och undersöker, hur den gestaltar sig i detta afseende, så är det uppenbart, att allmänheten blir mycket sämre betjenad, om de lokala telefonlinierna råka i händerna på telegrafverket. I Gefle hafva vi det nu så, att telefonstationen öppnas klockan sju om morgonen och stänges klockan tio på qvällen; men så snart sjöfarten börjas, så öppnas stationen klockan sex på morgonen och stänges klockan elfva på qvällen. Tro herrarna att telegrafverket, om Gefle telefonnät låge i dess händer, skulle låta beveka sig att efter sig företeende omständigheter öppna så tidigt som klockan sex på morgonen och stänga så sent som klockan elfva på qvällen? Ja, den som tror det, han har en tro, som är starkare än min. Huru telegrafverket går till väga och hvad man har att vänta, om telefonverksamheten kommer i dess händer, derpå skall jag be att få anföra ett talande exempel. Då fråga uppstod om telefonförbindelse mellan Eskilstuna och Stockholm, så åtog sig telegrafverket att lägga en sammanbindningslinie mellan dessa"
i-N2QiDSS95mvLT2NzjAVtEz,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,1.0,0.0,N:o 4.
i-KXj6Azj5oMA7594o31eorh,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,1.0,0.0,2 Lördagen den 30 Januari.
i-WDcvF977BuKaCQV82n3vvB,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr H. Anderssons i Nöbbelöf motion, N:o 116, till Tillfälligt Utskott;"
i-RC1vswCQgnM8uRZg66Cx7V,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr J. Wallbergs motion, N:o 117, till Bevillnings-Utskottet;"
i-ShGy1nKBx2KUKaWYRMq6ir,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr P. Zimdahls motioner, N:o 118, till Bevillnings-Utskottet och N:o 119 till Tillfälligt Utskott;"
i-TQxqHkLQMuYoNCjch9BUZz,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr M. Dahns motion, N:o 120, till Stats-Utskottet;"
i-QwG96KKSo5guMAj9TS8stX,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr J. Nydahls motion, N:o 121, till Lag-Utskottet;"
i-7KHGuyrmwenWgBF4Kaeock,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr A. G. Andersons i Himmelsby motion, N:o 122, till Tillfälligt Utskott;"
i-CzjEzyNUCDDpMaUPwh1SwD,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr N. Wallmarks motion, N:o 123, till Lag-Utskottet."
i-J8qYmDLaVsTTgUH358E6Gd,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr P. M. Larssons i Löa motion, N:o 124, till Stats-Utskottet;"
i-HRW1fqQMMPpkiYUwruCaxV,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr E. J. Ekmans motion, N:o 125, till Lag-Utskottet ;"
i-NEiVL6MGs1saQGoeVxNmQk,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr E. G&. Boströms motion, N:o 126, till Tillfälligt Utskott;"
i-9BZhhq53bVdCXLfKmRJ6T2,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr C. J. Perssons i Gaärstad motion, N:o 127, till Tillfälligt Utskott;"
i-JWsTftqg79Xt5cBDDCoJMv,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr E. Nyströms motioner, N:o 128, till Lag-Utskottet, N:o 129, till Tillfälligt Utskott och N:o 130, till Lag-Utskottet;"
i-QpTKivGBPjNSsdgQSyqrj,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr C. A. Bokströms motioner, N:o 131, till Lag-Utskottet och N:o 132 till Bevillnings-Utskottet;"
i-6WdxEnNNZDuYvZuTEEMM25,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Med anledning af Herr E. Thomassons motion, N:o 133, om skrifvelse till Kongl. Maj:t med begäran om framläggande af förslag till ordnande af barnmorskeundervisningsanstalten i Lund, anförde:"
i-G3xeRQpaRggDPbGrDeJYS1,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,Herr Wretlind:
i-SXHWaguZCaD4u4yKn8pKJB,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr Thomassons motion rör ett ämne, 1 hvilket jag ämnat att väcka motion, ehuru med något olika yrkande än hvad som är i herr Thomassons motion föreslaget. Jag ber derför att få yttra några ord rörande innehållet af herr Thomassons motion."
i-NfEa63sQUHyjYT3TDh2Hk3,riksdagen-records\data\1886\prot-1886--ak--004.xml,https://betalab.kb.se/prot-1886--ak--4/prot_1886__ak__4-001.jp2/_view ,2,0.0,0.0,"Herr Thomasson utgår från det antagande, att barnmorskeundervisningen vid anstalten i Lund är i ett otillfredsställande skick och häri gifver jag honom fullkomligt rätt. Denna anstalt är ett mellanting mellan en privat inrättning och en statsinstitution, så till vida nemligen som den uppehålles af enskilda bidrag från åtskilliga socknar i Skåne och Blekinge men dock eger rätt att utexaminera barnmorskor med delvis samma skyldigheter som undervisningsanstalterna i Stockholm och Göteborg. Medicinalstyrelsen har sedan tre år tillbaka yrkat på den förändring, att denna anstalt skulle öfvergå till att blifva en statsinstitution; men styrelsen har dock icke tagit steget fullt ut och begärt, att anstalten skulle blifva fullt likstäld med anstalterna i Stockholm och Göteborg. Denna anstalt eger nemligen endast rätt att undervisa i den allmänna förlossningskonsten, men icke i den instrumentala; och i detta hänseende har icke Medicinalstyrelsen yrkat på någon förändring. Enligt styrelsens förslag skulle förändringen medföra, att undervisaren i barnförlossningskonst blefve en af staten aflönad lärare med pensionsrätt, och i öfrigt erhölle den bättre ställning, hvaraf han också för visso är i behof; ty hans ställning är för närvarande ganska prekär. Men å andra sidan skulle också den förändring vidtagas, att elever finge mottagas icke allenast från de socknar, som nu underhålla anstalten, utan äfven från öfriga delar af riket. Det är således denna utsträckta mottagningsrätt för elever, som blefve den enda egentliga"
i-UcnmQbewRqdBQSWoZamMfe,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,1.0,0.0,N:o 33.
i-RWLY75N2fEoJz2Wbk3844i,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,1.0,0.0,Om ändring 13 $ af förordningen angående sparbanker den 1 Oktober 1873. (Forts.)
i-YQwbk8XPyYkriWHyv2R2Xx,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,1.0,0.0,16 Lördagen den 3 April.
i-W7BiEEYZo7VMM4XZ9GRL6f,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,"många fall och kanske uteslutande grunda sitt omdöme på medrevisorernas utlåtanden, ty icke kan han känna till befolkningen i hvarje ort. I synnerhet om förbindelsernas antal är stort, är det bankens valde revisorer, som hafva den hufvudsakliga personalkännedom, som erfordras. Om Konungens Befallningshafvande skall förordna en revisor, så måste revisionen så utsättas, att denne revisor kan samarbeta med de öfrige revisorerna, ty eljest kunde många olägenheter uppstå, såsom att värdehandlingarne icke vore tillgängliga då denne revisor komme. Han måste derföre underrätta om sin ankomst en tid förut, för att styrelsens revisorer skola kunna ställa sitt revisionsarbete derefter, och styrelsen må vara beredd att hafva räkenskaperna och värdehandlingarne till hands. Huru ett sådant reviderande kan lämpligen låta sig göra vågar jag ej säga, men jag tror det kommer att blifva många svårigheter härför. Utom dessa svårigheter anser jag att om man antoge hvad Lag-Utskottet här föreslagit, skulle man verkligen uttala sig, om jag så får säga, afvisande emot bildandet af sparbanker. Uti städerna kan det möjligen vara lämpligt att vidtaga sådana anordningar som Utskottet afsett, men på landet, helst der afstånden äro långa, skulle kostnadsräkningarne för resor och dylikt blifva ganska betydliga. Det kan ju inträffa, att den person, som af Konungens Befallningshafvande förordnas, icke sätter sina revisionsresor i samband med hvarandra och sålunda söker minska kostnaden, utan i stället ställer resorna så, att han kan förtjena så mycket som möjligt."
i-6qYjYzHVbdEkRCecMDV4X7,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,"| Jag tror derför, att Kammaren gjorde klokast uti att afslå det föreliggande förslaget, och jag hoppas, att Lag-Utskottets ledamöter icke skola hålla så strängt på detta förslag."
i-66ZjGgkuwUp8oh3o8Rg9Dz,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,"Jag ber att få instämma med dem, som yrkat afslag."
i-D1kc8c5oka5ci2qpQer2f1,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,"I detta anförande instämde Herrar Redelius, Jakobson, Petersson i Ugglekull, Ekeborgh, Andersson i Skeenda, Sam. Johnson, Svensson i Lösen, Wilh. Carlson, B. Dahlgren, Norén, Larsson i Löa och Ersson i Arnebo."
i-F6g7NqgyDmShhW6UhYeYxz,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,Herr Petersson i Hamra:
i-N6XDawk1Gsz9maDtYE8mpN,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,"Jag ber endast att få rätta ett litet misstag, som jag nyss gjorde mig skyldig till, då jag uppgaf, att den sparbank, hvaruti den omtalade balansen uppstått, var i Sollefteå; det skulle i stället vara i Skellefteå."
i-Xaq755PhuTvnKNxpetJESL,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,Herr Persson i Vadensjö:
i-T8SdHG4xYLnNeRymM7PPAm,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,"Jag ber att få tillkännagifva, att jag kommer att instämma med dem, som yrkat afslag å det nu föreliggande förslaget. Om Lag-Utskottet erkänner den rätt, som, enligt $$ 3 och 7, Konungens Befallningshafvande för närvarande har öfver våra sparbanker och ännu mera den rätt, som enligt 1 8 tillkommer Konungens Befallningshafvande, nemligen att fastställa reglemente för hvarje sparbank, innan den öppnas, samt att revisionsberättelsen hvarje gång skall till Kongl. Maj:ts Befallningshafvande insändas, tror jag det vore oklokt att ytterligare tillsätta en inspektör, som tillika med bankens egna revisorer skall revidera bankens räkenskaper. Bankkomitén har"
i-FA7RHubTnfGZkbmFvWHnuQ,riksdagen-records\data\1881\prot-1881--fk--033.xml,https://betalab.kb.se/prot-1881--fk--33/prot_1881__fk__33-054.jp2/_view ,55,1.0,0.0,Måndagen den 11 April. 55 N:o 33.
i-Mh2uFCRnf6XdzAMJrQTznv,riksdagen-records\data\1881\prot-1881--fk--033.xml,https://betalab.kb.se/prot-1881--fk--33/prot_1881__fk__33-054.jp2/_view ,55,1.0,1.0,"föra ännu en utgiftspost på 300,000 kronor. J ag afstår således Uppförande"
i-JExqo9TnRJ1EXkmUafV6on,riksdagen-records\data\1881\prot-1881--fk--033.xml,https://betalab.kb.se/prot-1881--fk--33/prot_1881__fk__33-054.jp2/_view ,55,1.0,1.0,från mitt förra yrkande och instämmer i Herr Nordenfelts resera ere a vation. m. |
i-RmC8mz345vqgkVjr7HDZJE,riksdagen-records\data\1881\prot-1881--fk--033.xml,https://betalab.kb.se/prot-1881--fk--33/prot_1881__fk__33-054.jp2/_view ,55,1.0,1.0,| L. (Forts.) Ropen på proposition förnyades.
i-46XY7D1LT5gyudDog25nuy,riksdagen-records\data\1881\prot-1881--fk--033.xml,https://betalab.kb.se/prot-1881--fk--33/prot_1881__fk__33-054.jp2/_view ,55,0.0,0.0,Herr Nordenfelt:
i-VpEUuS48XMqPvYjNUsWYub,riksdagen-records\data\1881\prot-1881--fk--033.xml,https://betalab.kb.se/prot-1881--fk--33/prot_1881__fk__33-054.jp2/_view ,55,0.0,0.0,"Det är alldeles icke min mening att genom antagande af mitt förslag en ny kretsgång skulle begynna, utan hvad jag begärt är att få ett billigare förslag i mindre skala. Att spara åtskilliga hundra tusen kronor, kanske mer än en half million, tyckes mig vara ett mål, som väl är värdt ett års uppskof. Man behöfver icke vara rädd för att frågan blir uppskjuten mer än detta år, och icke heller frukta, att de, som påyrka den drygare kostnaden, skola vinna majoritet på denna korta tid — våra tillgångar växa visserligen icke så hastigt —; utan vi kunna vara öfvertygade om, att vi, som önska en billigare byggnad, äfven nästa år skola vara i majoriteten. Min reservation kunde vara bättre affattad, jag medger det villigt, men då jag haft högst en halftimme för att skrifva den, har jag icke kunnat åstadkomma bättre. Jag anser mitt förslag praktiskt och billigt och derför yrkar jag bifall till detsamma."
i-TnAXkuYcKyf2x4zZtHsnqq,riksdagen-records\data\1881\prot-1881--fk--033.xml,https://betalab.kb.se/prot-1881--fk--33/prot_1881__fk__33-054.jp2/_view ,55,0.0,0.0,Talrika rop på proposition hördes å nyo.
