,id,file,page_link,page_number,marginal_text,merged,text_line,final_target
714,i-T7eUG62zv3VwSWjHgAvyGf,riksdagen-records\data\1895\prot-1895--ak--019.xml,https://betalab.kb.se/prot-1895--ak--19/prot_1895__ak__19-041.jp2/_view ,42,1.0,0.0,ringsformen och $ 33 riksdagsordningen. (Forts.),1.0
715,i-56WN7m85acRX9XzUvfzLtB,riksdagen-records\data\1917\prot-1917--ak--057.xml,https://betalab.kb.se/prot-1917--ak--57/prot_1917__ak__57-031.jp2/_view ,32,0.0,0.0,"nr 15,1 anledning av herr Thores motion, nr 49, om skrivelse till Kungl. Maj:t i fråga om utredning angående rikets lotsoch fyrväsende m. m.:; och",0.0
716,i-EW2i3UM5idbFDAkEiTNGK5,riksdagen-records\data\1971\prot-1971--076.xml,https://betalab.kb.se/prot-1971--76/prot_1971__76-005.jp2/_view ,6,0.0,0.0,Företogs val av tre fullmäktige i riksgäldskontoret jämte fyra suppleanter.,0.0
717,i-WfxTEpfqZDrYwLqSnxh9b6,riksdagen-records\data\1867\prot-1867--fk--0313.xml,https://betalab.kb.se/prot-1867--fk--0313/prot_1867__fk__0313-021.jp2/_view ,22,0.0,0.0,Herr Tornerhjelm:,0.0
718,i-WjVoPWaXKw7cNQWpswNNYR,riksdagen-records\data\197576\prot-197576--019.xml,https://betalab.kb.se/prot-197576--19/prot_197576__19-015.jp2/_view ,16,0.0,0.0,"Först och främst har ämnet fått bättre status bland eleverna än tidigare, och det upplevs som mer intressant och värdefullt. Jag vill framhålla att kyrkomötet, när man där behandlade frågan om särskilda kristna skolor, för sin del noterade följande: ”Religionskunskap är ett av många gymnasieelever högt prioriterat ämne. Tendensen tycks vara liknande på lägre stadier när undervisningen där bedrivs på motsvarande sätt.”",0.0
719,i-2b7eDe2yVDf367fo9Ea8u3,riksdagen-records\data\197879\prot-197879--054.xml,https://betalab.kb.se/prot-197879--54/prot_197879__54-163.jp2/_view ,164,0.0,0.0,"Hansson, Bertil, kommunminister 3, 4, 5, 6 Hermansson, Carl-Henrik (vpk) 67, 78, 81 Hjelmström, Eva (vpk) 9, 11, 12",0.0
720,i-Pv38G14XM1qWGioL4jq1xE,riksdagen-records\data\1944\prot-1944--fk--030.xml,https://betalab.kb.se/prot-1944-höst-fk--30/prot_1944_höst_fk__30-001.jp2/_view ,2,0.0,0.0,Lördagen den 11 november.,0.0
721,i-BJXWvYmHxPs1qZLks4UXcz,riksdagen-records\data\1897\prot-1897--ak--023.xml,https://betalab.kb.se/prot-1897--ak--23/prot_1897__ak__23-044.jp2/_view ,45,0.0,0.0,"Utskottet hemstälde emellertid, att motionen icke måtte till:inågon Riksdagens åtgärd föranleda.",0.0
722,i-6QRhz2j1ky3cibYNB35ECi,riksdagen-records\data\1916\prot-1916--fk--093.xml,https://betalab.kb.se/prot-1916--fk--93/prot_1916__fk__93-001.jp2/_view ,2,1.0,0.0,Nr 98.,1.0
723,i-55kds6CAk4f3TpqCwCNJzK,riksdagen-records\data\1919\prot-1919--fk--031.xml,https://betalab.kb.se/prot-1919--fk--31/prot_1919__fk__31-001.jp2/_view ,2,0.0,0.0,I en vid föreliggande utlåtande foögad reservation hade herr von Hentzer med instämmande av herr Räf anfört:,0.0
724,i-4UuLiR6GRYEN9uJqtUy9v4,riksdagen-records\data\1944\prot-1944--ak--004.xml,https://betalab.kb.se/prot-1944--ak--4/prot_1944__ak__4-002.jp2/_view ,3,0.0,0.0,">» Gustafsson i Bogla, > Sundqvist och » Larsson i Östersund.",0.0
725,i-VCVdg5jYaDRQ887eFehpNW,riksdagen-records\data\1894\prot-1894--ak--032.xml,https://betalab.kb.se/prot-1894--ak--32/prot_1894__ak__32-053.jp2/_view ,54,0.0,0.0,"afsedda ändamålet. Den omedelbara verkan derutaf var ett djupt missmod i de närmast intresserades kretsar och i följd derutaf en ganska förklarlig obenägenhet att genom meningsutbyte vidare medverka till utredningen af en fråga, med hvars lösning var förbunden en så ömtålig omständighet som en lönefråga. Då jag nu blickar tillbaka på de åtgärder, som från regeringens sida, särskildt sedan 1888, vidtagits för att främja frågans lösning, så är jag ännu mer öfvertygad om att det medel, som Riksdagen använde för detta ändamål, icke var lyckligt.",0.0
726,i-ABgguiYcXFXH2794Bx9tAj,riksdagen-records\data\1972\prot-1972--045.xml,https://betalab.kb.se/prot-1972--45/prot_1972__45-072.jp2/_view ,73,0.0,0.0,"Herr talman! Herr Carlshamre har under hela debatten i dag dokumenterat sin motvilja mot socialpolitiska reformer i stort. Han har kamouflerat sina inlägg genom att tala om transfereringar och försökt tala om att det går bort för mycket därigenom. Jag har inte tidigare betraktat herr Carlshamre som mörkblå högerman, men jag är övertygad om att han, när man läser dagens protokoll och verkligen på allvar studerar vad han menat, kommer att framstå såsom sådan. Det är också en upplysning som den här debatten har givit.",0.0
727,i-NST3STY83aW4cyAjBtXGXh,riksdagen-records\data\1951\prot-1951--ak--030.xml,https://betalab.kb.se/prot-1951-extrahöst-ak--30/prot_1951_extrahöst_ak__30-003.jp2/_view ,4,0.0,0.0,Svar på fråga ang. förslaget till allmän verksstadga.,0.0
728,i-5eBmRphs2XPrzAEfqrTr75,riksdagen-records\data\1911\prot-1911--ak--034.xml,https://betalab.kb.se/prot-1911--ak--34/prot_1911__ak__34-048.jp2/_view ,49,0.0,0.0,Herr Olausson instämde häruti.,0.0
729,i-Kuoav944F3VHFcDnHE1UUU,riksdagen-records\data\1896\prot-1896--ak--001.xml,https://betalab.kb.se/prot-1896--ak--1/prot_1896__ak__1-000.jp2/_view ,1,1.0,0.0,"Andra Kammarens Prot. 1896, N:o 1. 1",1.0
730,i-9rsB8z34Xwh7FHWprpCsjn,riksdagen-records\data\1933\prot-1933--fk--011.xml,https://betalab.kb.se/prot-1933--fk--11/prot_1933__fk__11-001.jp2/_view ,2,1.0,0.0,2 Nr 11. Lördagen den 11 februari.,1.0
731,i-N6XDawk1Gsz9maDtYE8mpN,riksdagen-records\data\1886\prot-1886--ak--033.xml,https://betalab.kb.se/prot-1886--ak--33/prot_1886__ak__33-015.jp2/_view ,16,0.0,0.0,"Jag ber endast att få rätta ett litet misstag, som jag nyss gjorde mig skyldig till, då jag uppgaf, att den sparbank, hvaruti den omtalade balansen uppstått, var i Sollefteå; det skulle i stället vara i Skellefteå.",0.0
732,i-RG7nfvPXJUJjCoyjAQRaqc,riksdagen-records\data\1951\prot-1951--ak--030.xml,https://betalab.kb.se/prot-1951-extrahöst-ak--30/prot_1951_extrahöst_ak__30-003.jp2/_view ,4,0.0,0.0,Svar på fråga ang. förslaget till allmän verksstadga.,0.0
733,i-FqR8pgNSqs9v8wv7GwkduZ,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,"Söderqvist, Oswald (vpk) 133, 134, 135 Thunborg, Anders, försvarsminister 137, 139, 140 Torwald, Rune (c) 138, 139, 140, 141",0.0
734,i-6JuTMyB3XaP3499Z3Hufoj,riksdagen-records\data\1954\prot-1954--ak--025.xml,https://betalab.kb.se/prot-1954-höst-ak--25/prot_1954_höst_ak__25-011.jp2/_view ,12,0.0,0.0,des vara yrkesverksamma. Den 1 juli detta år var motsvarande siffror 5 400 respektive 5 000. Detta innebär att landet f. n. har en yrkesverksam läkare på 1440 människor. I diskussionen angående hur många läkare det bör finnas på ett visst antal invånare brukar som idealtillstånd räknas 1 läkare på 1000 invånare. I dagens läge har vi sålunda en latent brist av cirka 3 000 läkare. Samma förhållande gäller tillgången på sjuksköterskor. Ej heller där är personalbehovet på långt när täckt.,0.0
735,i-3hQgspFEj9k12M4JzMZFNz,riksdagen-records\data\1962\prot-1962--fk--018.xml,https://betalab.kb.se/prot-1962--fk--18/prot_1962__fk__18-155.jp2/_view ,156,0.0,0.0,"Socionomutbildningskommittén = har, förklarar man vidare, tillstyrkt statsbidrag till utbildning av socionomer vid Stora Sköndal. Det är riktigt, men man bör observera att socionomutbildningskommittén samtidigt föreslog att pengarna skulle utgå från åttonde huvudtitelns anslag till kyrkliga ändamål. Det föreslår emellertid inte reservanterna. I deras förslag nämns över huvud taget ingenting om att socionomutbildningskommittén föreslagit att anslaget skulle utgå av kyrkliga medel. Jag anser att om institutet vid Stora Sköndal skall ha statsbidrag bör bidraget gå över kyrkofonden.",0.0
736,i-C4eFMavQeg5z2tEHriGeUd,riksdagen-records\data\1972\prot-1972--074.xml,https://betalab.kb.se/prot-1972--74/prot_1972__74-060.jp2/_view ,61,1.0,0.0,60,1.0
737,i-Rku59sHb7iUvg1G7Byafm1,riksdagen-records\data\1938\prot-1938--ak--006.xml,https://betalab.kb.se/prot-1938--ak--6/prot_1938__ak__6-011.jp2/_view ,12,0.0,0.0,nr 216 av herr Hansson i Hönö mm. fl.;,0.0
738,i-DCFP1MGQYPHg2HM7t2GsDu,riksdagen-records\data\197879\prot-197879--054.xml,https://betalab.kb.se/prot-197879--54/prot_197879__54-163.jp2/_view ,164,0.0,0.0,"Brännström, Roland (s) 19, 20, 21",0.0
739,i-2mib7GU291JVK4A91FF2NK,riksdagen-records\data\198384\prot-198384--079.xml,https://betalab.kb.se/prot-198384--79/prot_198384__79-038.jp2/_view ,39,0.0,0.0,Tisdagen den 21 februari,0.0
740,i-2WjhyQHet3hkCaMixDGwGo,riksdagen-records\data\1950\prot-1950--fk--027.xml,https://betalab.kb.se/prot-1950-höst-fk--27/prot_1950_höst_fk__27-006.jp2/_view ,7,0.0,0.0,Föredrogos och hänvisades til statsutskottet nedannämnda motioner:,0.0
741,i-SW31FHap2FjpqvBuQVGapj,riksdagen-records\data\1954\prot-1954--ak--025.xml,https://betalab.kb.se/prot-1954-höst-ak--25/prot_1954_höst_ak__25-011.jp2/_view ,12,0.0,0.0,2,0.0
742,i-3uMBZ8gZQNYv9JwV9ZG8Ja,riksdagen-records\data\1938\prot-1938--ak--006.xml,https://betalab.kb.se/prot-1938--ak--6/prot_1938__ak__6-011.jp2/_view ,12,0.0,0.0,nr 209 av herrar Osberg och Olsson i Staxäng; och nr 210 av herr Hällgren;,0.0
743,i-VnH1KdDkjTw321NwDxjLFH,riksdagen-records\data\1893\prot-1893--ak--021.xml,https://betalab.kb.se/prot-1893--ak--21/prot_1893__ak__21-060.jp2/_view ,61,1.0,1.0,"I en inom Andra Kammaren af Herr P. Waldenström jemte 26 mom. 4 af = af jz 2 , ar bränvinsförsälj- (2 andra af kammarens ledamöter väckt motion, n:o 193, hade ”Mingsförordföreslagits, mngen.",2.0
744,i-Ha6Cg4QMMHEqRu1mbtAPSY,riksdagen-records\data\197677\prot-197677--001.xml,https://betalab.kb.se/prot-197677--1/prot_197677__1-013.jp2/_view ,14,0.0,0.0,Bengt Blomberg,0.0
745,i-GxxwLMEpGBW2r1iGGHyDQn,riksdagen-records\data\1952\prot-1952--ak--013.xml,https://betalab.kb.se/prot-1952--ak--13/prot_1952__ak__13-003.jp2/_view ,4,0.0,0.0,nr 535 av herrar Hansson i Skegrie och Spångberg;,0.0
746,i-J4TTrLCiahoLvSafGo5WG8,riksdagen-records\data\198182\prot-198182--025.xml,https://betalab.kb.se/prot-198182--25/prot_198182__25-031.jp2/_view ,32,1.0,0.0,Nr 25,1.0
747,i-nr1EhugshiwcgWrDhqwRQ,riksdagen-records\data\1971\prot-1971--076.xml,https://betalab.kb.se/prot-1971--76/prot_1971__76-005.jp2/_view ,6,0.0,0.0,§ 3 Val av fullmäktige jämte suppleanter i riksgäldskontoret,0.0
748,i-XPQ6FhLFCYw8mLBTBFVykV,riksdagen-records\data\1940\prot-1940--ak--023.xml,https://betalab.kb.se/prot-1940--ak--23/prot_1940__ak__23-002.jp2/_view ,3,0.0,0.0,"nr 10, i anledning av Kungl. Maj:ts proposition med förslag till lag om ändring i vissa delar av lagen den 26 november 1920 om val till riksdagen; och",0.0
749,i-9xhSujqhChtsVJpf8d6vs8,riksdagen-records\data\1893\prot-1893--ak--021.xml,https://betalab.kb.se/prot-1893--ak--21/prot_1893__ak__21-060.jp2/_view ,61,1.0,0.0,"Lördagen den 18 Mars, e. m. 61 N:o 21.",1.0
750,i-72CNq3KDomLScTPHWu7EGD,riksdagen-records\data\1886\prot-1886--fk--024.xml,https://betalab.kb.se/prot-1886--fk--24/prot_1886__fk__24-040.jp2/_view ,41,0.0,0.0,"land att så fort som möjligt få jernvägar, att ingen af de män inom Kammaren, som vilja se till att äfven den svage må njuta sin rätt,",0.0
751,i-Eo2dcsfKv9zgrs8qNTAiJd,riksdagen-records\data\1900\prot-1900--ak--028.xml,https://betalab.kb.se/prot-1900--ak--28/prot_1900__ak__28-004.jp2/_view ,5,1.0,0.0,"Lördagen den 24 Mars, e. m. 5 N:o 28.",1.0
752,i-3viVSHtV2iu63sPS6GfXSz,riksdagen-records\data\1909\prot-1909--ak--040.xml,https://betalab.kb.se/prot-1909--ak--40/prot_1909__ak__40-048.jp2/_view ,49,0.0,0.0,"Vidare säges det å samma sida: »Den äldre utbildningen kräfde, att dess början vidtog vid en tidig period i individens lif. Detta kraf torde nu kunna och böra uppgifvas». Med ett dylikt uttalande finner jag, att herr statsrådet rent af gifvit på hand, att han själf fortast möjligt måste framkomma med förslag om slopande af skeppsgossekåren.",0.0
753,i-YRCnqz2BjhxpwCXjxfaDav,riksdagen-records\data\198990\prot-198990--058.xml,https://betalab.kb.se/prot-198990--58/prot_198990__58-020.jp2/_view ,21,0.0,0.0,Bakgrunden till frågan är att inte anslagen vare sig till vägverket eller till banverket har redovisats i den budgetpropositon som regeringen nyss förelagt riksdagen. Såsom frågeställaren också anger i sin fråga har det i pressen förekommit uppgifter om att dessa båda verk kommer att föreslås att ombildas till affärsverk.,0.0
754,i-3FE4w3n1BrZGNHbn12JXqF,riksdagen-records\data\1932\prot-1932--fk--049.xml,https://betalab.kb.se/prot-1932--fk--49/prot_1932__fk__49-068.jp2/_view ,69,0.0,0.0,"Utskottet hade i den nu ifrågavarande punkten på åberopade grunder hemställt, att riksdagen måtte, i anledning av de likalydande motionerna I: 166 av herr Trygger m. fl. och II: 222 av herr Lindman m. fl., de likalydande motionerna I: 241 av herr Johan Johansson m. fl. och II: 349 av herr Andersson i Dunker m. fl., de likalydande motionerna I: 242 av herr Johan Johansson m. fl. och II: 350 av herr Andersson i Dunker m. fl. samt motionerna II: 547 och 548 av herr Weibull m. fl., motionen II: 547 i vad densamma avsåge importreglerande åtgärder, i skrivelse till Kungl. Maj:t anhålla, att Kungl. Maj:t måtte med uppmärksamhet följa prisutvecklingen å mjölk och mejeriprodukter inom landet och vid eventuellt uppstående stegring av införsel utav mjölk, grädde, smör eller ost vidtaga de åtgärder i handelspolitiskt avseende, som för tryggande av effekten utav de med Kungl. Maj:ts proposition nr 255 avsedda stödåtgärderna kunde påkallas.",0.0
755,i-M2Y4e8LzskutJsE7RbLQyL,riksdagen-records\data\1905\prot-1905--ak--002.xml,https://betalab.kb.se/prot-1905--ak--2/prot_1905__ak__2-002.jp2/_view ,3,0.0,0.0,en hvar med 187 röster.,0.0
756,i-AdkQrnXii5AemtLwXH8X92,riksdagen-records\data\1903\prot-1903--ak--006.xml,https://betalab.kb.se/prot-1903--ak--6/prot_1903__ak__6-009.jp2/_view ,10,0.0,0.0,"herr M. Andersson 1 Löfhult, n:o 94, om anläggande af en järnvägsstation vid Höreda;",0.0
757,i-BZ3jrGKKR7r6m2XXtpQZ8N,riksdagen-records\data\1975\prot-1975--058.xml,https://betalab.kb.se/prot-1975--58/prot_1975__58-114.jp2/_view ,115,0.0,0.0,"Så långt ledaren i Teknisk Tidskrift. Andemeningen i denna ledare är alltså att man inte flyttar en uppdragsverksamhets kunder så lätt från ett ställe i landet till ett annat, i synnerhet inte när 80-90 96 finns i Storstockholmsområdet och man flyttar till Borås. Det är alltså i första hand om denna problematik som min motion 1686 handlar.",0.0
758,i-M4RHQQBpdwB7veJyVUE9u4,riksdagen-records\data\1875\prot-1875--ak--054.xml,https://betalab.kb.se/prot-1875--ak--54/prot_1875__ak__54-048.jp2/_view ,49,1.0,0.0,"Ang. metriska systemet för mått, mål och vigt. (Forts.)",1.0
759,i-9meQQ5f2Fwt2aHRm2Vvvei,riksdagen-records\data\1952\prot-1952--ak--013.xml,https://betalab.kb.se/prot-1952--ak--13/prot_1952__ak__13-003.jp2/_view ,4,0.0,0.0,Upplästes följande till kammaren inkomna läkarintyg:,0.0
760,i-5RUGgr5zj1fMeRAb1Lbpxy,riksdagen-records\data\1920\prot-1920--ak--044.xml,https://betalab.kb.se/prot-1920--ak--44/prot_1920__ak__44-039.jp2/_view ,40,1.0,0.0,Forts.),1.0
761,i-J5WKzGWqDZA7VVjcpNVPCC,riksdagen-records\data\1905\prot-1905--fk--012.xml,https://betalab.kb.se/prot-1905--fk--12/prot_1905__fk__12-003.jp2/_view ,4,0.0,0.0,"friherre Falkenberg, A., kapten, Nyköping, ........... .... med 46 röster herr Weinberg, B., godsägare, Hormesta, Stigtomta, » 46 >» > — Eriksson, Alb., arrendator, Skalunda, Kantorp, » 46 >» » — Widebäck, I. A., läroverksadjunkt, Strängnäs, » 46 >»",0.0
762,i-NuX998d7vBGJEGdtMnUatf,riksdagen-records\data\1952\prot-1952--ak--013.xml,https://betalab.kb.se/prot-1952--ak--13/prot_1952__ak__13-003.jp2/_view ,4,0.0,0.0,John Svensson las. läkare.,0.0
763,i-Ssajf5iKg9imc5Q48u5voR,riksdagen-records\data\1964\prot-1964--fk--021.xml,https://betalab.kb.se/prot-1964--fk--21/prot_1964__fk__21-013.jp2/_view ,14,0.0,0.0,Nej;,0.0
764,i-8wopSrKYbHGeem8VnoMyWw,riksdagen-records\data\1868\prot-1868--ak--0310.xml,https://betalab.kb.se/prot-1868--ak--0310/prot_1868__ak__0310-038.jp2/_view ,39,0.0,0.0,"eller summa 196,499: 530.",0.0
765,i-SHPzwHq4BbQYoKkGNgCzs6,riksdagen-records\data\1916\prot-1916--ak--088.xml,https://betalab.kb.se/prot-1916--ak--88/prot_1916__ak__88-001.jp2/_view ,2,0.0,0.0,Denna hemställan bifölls av kammaren. S 8. Justerades protokollsutdrag.,0.0
766,i-UYD4ft1u9jtoNJ69oqeCzM,riksdagen-records\data\1927\prot-1927--fk--003.xml,https://betalab.kb.se/prot-1927--fk--3/prot_1927__fk__3-028.jp2/_view ,29,0.0,0.0,"Den andra lilla anmärkningen har framkallats av vad jag läst i en gårdagstidning. En framstående nationalekonom har skrivit en artikel där, i vilken han sysselsatt sig med budgeten. Jag kan visserligen icke i alla avseenden dela de åsikter, som han där framställt, men han har pekat på förhållanden. som jag själv har varit inne på. För det första talar han mycket om det kapital, som ligger i de affärsdrivande verken och icke giver någon avkastning, och han söker visa, vilka konsekvenser det medför. Sedan tager han upp frågan, huruvida det verkligen är nödvändigt att göra den stora avskrivning i lånebudgeten, som här blivit gjord i statsverkspropositionen. Han ifrågasätter, och det var dit jag ville komma, huruvida det icke skulle vara lämpligare att söka avskriva det lånekapital hos de affärsdrivande verken, som icke har utsikt att giva någon avkastning. Jag har själv varit inne på den tanken. Överrevisorerna hos vattenfallsstyrelen — och jag är en av dem —",0.0
767,i-WQD7tj9UkeVDn7XEbHDNKZ,riksdagen-records\data\198182\prot-198182--025.xml,https://betalab.kb.se/prot-198182--25/prot_198182__25-031.jp2/_view ,32,0.0,0.0,"Målet för regionalpolitiken är att ge människor i alla delar av landet tillgång till arbete, service och god miljö. Eftersom det fortfarande finns betydande skillnader mellan landets olika delar i dessa avseenden, måste regionalpolitiken inriktas på att undanröja förvärvshinder och fördela arbetstillfällena inom landet, så att en rimlig regional balans kan uppnås.",0.0
768,i-NE9749ZhdEdH5jsm6gt4bT,riksdagen-records\data\1929\prot-1929--fk--034.xml,https://betalab.kb.se/prot-1929--fk--34/prot_1929__fk__34-014.jp2/_view ,15,1.0,0.0,Nr 344.,1.0
769,i-C2fFVXp6BExkP3V3oVFH3j,riksdagen-records\data\1932\prot-1932--ak--044.xml,https://betalab.kb.se/prot-1932--ak--44/prot_1932__ak__44-062.jp2/_view ,63,1.0,0.0,Ang. anordnande av vissa buftfartsleder. (Forts.),1.0
770,i-5Gnbf7qTeJ45xgyDU4UeAf,riksdagen-records\data\197677\prot-197677--001.xml,https://betalab.kb.se/prot-197677--1/prot_197677__1-013.jp2/_view ,14,0.0,0.0,Alf Vernersson,0.0
771,i-4v7rh1U2AWJ6SVs4FGygcc,riksdagen-records\data\1940\prot-1940--fk--029.xml,https://betalab.kb.se/prot-1940--fk--29/prot_1940__fk__29-012.jp2/_view ,13,0.0,0.0,"det socialdemokratiska partiet skulle få existera, om kommunisterna komme",0.0
772,i-Ki7wQvaXdkwNXHLkRaWUkm,riksdagen-records\data\197980\prot-197980--153.xml,https://betalab.kb.se/prot-197980--153/prot_197980__153-080.jp2/_view ,81,0.0,0.0,den det ej vill röstar nej.,0.0
773,i-ECWdpGgc334drTvdEqZKdj,riksdagen-records\data\198384\prot-198384--151.xml,https://betalab.kb.se/prot-198384--151/prot_198384__151-085.jp2/_view ,86,0.0,0.0,Problemet i detta fall är den eventuella muntliga uppgiften och att vi inte kan fastställa riktigt vad som har skett.,0.0
774,i-EqUrzU6C1iH2GyTW4Wnq6j,riksdagen-records\data\1918\prot-1918--ak--022.xml,https://betalab.kb.se/prot-1918--ak--22/prot_1918__ak__22-054.jp2/_view ,55,0.0,0.0,23 §.,0.0
775,i-VNJhx9xGfffSr5FGqQcaVb,riksdagen-records\data\1878\prot-1878--fk--028.xml,https://betalab.kb.se/prot-1878--fk--28/prot_1878__fk__28-012.jp2/_view ,13,0.0,0.0,"af vin och maltdrycker, kommer att afgifvas; och Riksdagen skulle",0.0
776,i-P7d1A1iXyGK7zcAD6Lc4mV,riksdagen-records\data\1869\prot-1869--ak--0116.xml,https://betalab.kb.se/prot-1869--ak--0116/prot_1869__ak__0116-004.jp2/_view ,5,0.0,0.0,"Kammaren beslöt, på hemställan af Talmannen, att nästa Onsdag den 20 dennes skulle anställas val af ledamöter från Andra Kammaren till Riksdagens ständiga Utskott samt af suppleanter i samma Utskott, allt i den ordning Kammarens arbetsordning föreskritver.",0.0
777,i-CD2waY6zspuv1FaUNvPxsm,riksdagen-records\data\1875\prot-1875--fk--046.xml,https://betalab.kb.se/prot-1875--fk--46/prot_1875__fk__46-037.jp2/_view ,38,0.0,0.0,"Då Kammarens ledamöter nu här nedlägga deras varma, vördnadsfulla erkänsla för deras första, högt aktade Talman, utbedja de sig att fortfarande i Herr Grefvens vänskapliga hågkomst få vara inneslutne.",0.0
778,i-7FqcJCzYCh8pGYNDhbfKT7,riksdagen-records\data\1892\prot-1892--ak--016.xml,https://betalab.kb.se/prot-1892--ak--16/prot_1892__ak__16-029.jp2/_view ,30,0.0,0.0,"Jag glömde att säga förra gången jag hade ordet, att äfven om vi lägga ned dessa 2,800,000 kronor på banan, så ha vi icke ett enda öre i ränta på dessa penningar, icke ett enda öre i inkomst utöfver trafikkostnaden. Detta ha vederbörande meddelat, ty vi hade i utskottet en ledamot som jemväl är tjensteman i jernvägsstyrelsen, och han beräknade, att om icke det kan erhållas mera än 4 kronor per ton, då kan ej mera än driftkostnaderna ersättas, och endast 1 det fall, att samma fraktafgifter som eljest utgå eller 5 kronor 60 öre per ton, kan behållning uppstå. Det ärsant. Men efter hvad grufegarne säga, är det omöjligt att bryta malmen, betala aflöningarne derför och betala en sådan fraktafgift; det kan då icke bära sig att sälja malmen, och då kan icke heller banan i detta afseende vinna trafik.",0.0
779,i-RT68xYbivXWVMeqZVGMWYY,riksdagen-records\data\1937\prot-1937--fk--039.xml,https://betalab.kb.se/prot-1937--fk--39/prot_1937__fk__39-087.jp2/_view ,88,0.0,0.0,till Eder herr jordbruksminister.,0.0
780,i-RQY8AUkh8dKtuzzHBk82F4,riksdagen-records\data\1927\prot-1927--fk--008.xml,https://betalab.kb.se/prot-1927--fk--8/prot_1927__fk__8-012.jp2/_view ,13,1.0,0.0,Nr 8.,1.0
781,i-2PF3LWNt7pNFKdvdwVQTDT,riksdagen-records\data\197980\prot-197980--153.xml,https://betalab.kb.se/prot-197980--153/prot_197980__153-080.jp2/_view ,81,0.0,0.0,Mom. 71 Utskottets hemställan bifölls.,0.0
782,i-NzfXSMEYNXYZZSukG8gf4c,riksdagen-records\data\1932\prot-1932--ak--002.xml,https://betalab.kb.se/prot-1932--ak--2/prot_1932__ak__2-003.jp2/_view ,4,0.0,0.0,Vid härefter företaget val av åtta ledamöter att jämte herr talmannen tillsätta kammarens kanslipersonal och vaktbetjäning blevo därtill utsedda:,0.0
783,i-LJesPHYbAaH1rSGpcHpc7V,riksdagen-records\data\1969\prot-1969--fk--041.xml,https://betalab.kb.se/prot-1969-höst-fk--41/prot_1969_höst_fk__41-013.jp2/_view ,14,0.0,0.0,"Herr OLSSON, JOHAN, (cp):",0.0
784,i-WhWUNDngqJruGBpSRTrDFn,riksdagen-records\data\1950\prot-1950--ak--030.xml,https://betalab.kb.se/prot-1950-höst-ak--30/prot_1950_höst_ak__30-046.jp2/_view ,47,0.0,0.0,"med om. Olika faktorer, såsom vårt nuvarande ekonomiska läge, bristen på anstalter och sjukvårdspersonal, medföra att om ändrade förhållanden i det avseendet först skulle inväntas, så skulle frågan om lösdrivarlagens upphävande återigen ställas på en antagligen mycket avlägsen framtid.",0.0
785,i-2yinajdff5yQUdbEmNWF5h,riksdagen-records\data\1972\prot-1972--074.xml,https://betalab.kb.se/prot-1972--74/prot_1972__74-060.jp2/_view ,61,0.0,0.0,"Min utgångspunkt i interpellationen är ett påpekande om narkotikaeller läkemedelspåverkade motorförares trafikfarlighet i den rapport, som den danske kriminalchefen Brydensholt lämnade vid Europarådets och Världshälsoorganisationens tvärvetenskapliga narkotikasymposium i Strasbourg i mars i år, där jag hade tillfälle att delta. Enligt denna rapport är det här fråga om ett växande problem. I samma mån som narkotikaoch läkemedelsmissbruket ökar har man väl anledning anta att det s. k. drograttfylleriet också ökar. Förhåller det sig så och om man samtidigt beaktar att antalet fordon på vägarna ökar utan att utrymmet för trafik ökar i samma takt, alltså inte heller utrymmet för felmanövrer, så är det här problemet allvarligt liksom trafikonykterhetsproblemet i stort är ett av de stora trafiksäkerhetsproblemen.",0.0
786,i-9K7EYusvTBrqmmwxg8RzDT,riksdagen-records\data\1869\prot-1869--ak--0505.xml,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-068.jp2/_view ,69,0.0,0.0,"N:o 39, angående statsbidrag till vägars anläggning, brooch hamnbyggnader samt kanaler, äfvensom sjösänkningar och andra vattenaftappningsföretag; och",0.0
787,i-77ernp7GNy7yPz3rjr5zax,riksdagen-records\data\1959\prot-1959--ak--012.xml,https://betalab.kb.se/prot-1959--ak--12/prot_1959__ak__12-039.jp2/_view ,40,0.0,0.0,Kammaren hade alltså bifallit utskottets hemställan.,0.0
788,i-7SFUtK7hBMFAB6Ng8aF9W8,riksdagen-records\data\1944\prot-1944--fk--030.xml,https://betalab.kb.se/prot-1944-höst-fk--30/prot_1944_höst_fk__30-001.jp2/_view ,2,0.0,0.0,"Föredrogs och hänvisades till statsutskottet herr Linderots motion, nr 353, i anledning av Kungl. Maj:ts proposition angående provisorisk förbättring av löneställningen för vissa befattningshavare i statens tjänst m. fl.",0.0
789,i-47psczGRLFYiY5T2jMvvus,riksdagen-records\data\1920\prot-1920--ak--011.xml,https://betalab.kb.se/prot-1920--ak--11/prot_1920__ak__11-000.jp2/_view ,1,0.0,0.0,"nr 37, med förslag till lag om ändrad lydelse av andra stycket av slutbestämmelserna i lagen den 19 juni 1917 angående ändring i vissa delar av lagen den 1 juli 1898 om de svenska lapparnas rätt till renbete i Sverige;",0.0
