id,file,page_link,page_number,marginal_text,merged,text_line,posLeft,posUpper,posRight,posLower,year,relative_page_number,even_page,second_chamber,unicameral
i-5JQ2NcX4bPS2ScSVViGp1Z,riksdagen-records\data\1959\prot-1959--fk--017.xml,https://betalab.kb.se/prot-1959--fk--17/prot_1959__fk__17-030.jp2/_view ,31,0.0,0.0,"Antag nu, att vi får en omsättningsskatt, som ger bortåt en miljard, vilket är sannolikt att vi får, om man nu kan hitta en antagbar motivering för densamma. Vad inträffar då? Jo, då inträffar att gapet minskas med en miljard, men då blir det, för det fall man icke samtidigt vill engagera sig för en radikal besparingspolitik och icke kan hitta på nya skatter, budgetåret 1961/62 icke desto mindre kvar ett gap på tre miljarder. Varifrån skall dessa medel skaffas? Därest man icke förmår öka skatterna ytterligare och icke vill vara med om radikala nedskärningar, kan de, såvitt jag förstår, icke skaffas på annat sätt än genom lån i riksbanken eller i affärsbankerna med därav följande ödesdigra inflationistiska återverkningar, vilka ytterst träffar just dessa breda medborgargrupper, som flera ärade ledamöter av kammaren har gjort sig till talesmän för.",58.10234541577825,150.17921146953407,452.5586353944563,492.4731182795699,1959.0,833.3333333333334,1.0,0.0,0.0
i-BNs2YyaTomfwXvgESpNHGA,riksdagen-records\data\1904\prot-1904--fk--040.xml,https://betalab.kb.se/prot-1904--fk--40/prot_1904__fk__40-053.jp2/_view ,54,0.0,0.0,"Den siste talaren har yrkat, att Första Kammaren skulle fatta samma beslut, som Andra Kammaren nyss fattat, och såsom sitt egentliga motiv anfört, att det vore önskvärdt, om den svenska Riksdagen en gång stode enig i en unionsfråga. För min del anser jag, att en sådan enighet är af ett ganska stort värde, men jag vill gentemot honom anmärka, att,",204.4943820224719,776.8878718535469,939.3258426966293,875.2860411899313,1904.0,736.1111111111112,0.0,0.0,0.0
i-PrKBpfkhKvUrpLeCoxW9Wg,riksdagen-records\data\1924\prot-1924--ak--014.xml,https://betalab.kb.se/prot-1924--ak--14/prot_1924__ak__14-001.jp2/_view ,2,0.0,0.0,"Vidare avgav herr Öhman två motioner, nämligen:",186.264308012487,326.7882187938289,682.10197710718,342.9172510518934,1924.0,32.25806451612903,0.0,1.0,0.0
i-gsgYgwKxGbryTbHGssBPT,riksdagen-records\data\1886\prot-1886--fk--024.xml,https://betalab.kb.se/prot-1886--fk--24/prot_1886__fk__24-040.jp2/_view ,41,0.0,0.0,"likväl fått varan mycket billigare, än den då stälde sig för orten.",62.28373702422145,544.9056603773585,806.8050749711649,563.7735849056604,1886.0,930.2325581395348,1.0,0.0,0.0
i-YZa2m4XSCciF3kpLS7SidV,riksdagen-records\data\1920\prot-1920--ak--044.xml,https://betalab.kb.se/prot-1920--ak--44/prot_1920__ak__44-039.jp2/_view ,40,0.0,0.0,"Herr talman! Jag är verkligen tacksam för det yttrande, som nyss kom från Stockholmsbänken, ty, mina herrar, jag må säga, att det är icke angenämt för den, som, jag vill icke säga dagligen, men mycket ofta har bland de besökande representanter just för dessa, som blivit utsatta för svårigheter, — småfolk i all synnerhet av alla slag, — att eventuellt lägga detta papper framför dem: den svenska riksdagen vill icke motsätta sig, att man ger dem så mycket understöd att de icke svälta ihjäl. Det är icke så angenämt att visa upp, att den svenska riksdagen gent emot människor, som utövat en kanske banbrytande verksamhet för svenska företag, för svensk kultur och också för att bereda arbete åt många arbetare jämväl i den export, som kunnat komma till stånd från Sverige, när sedan en världsskakning inträffat, kan säga: ia, vi skola icke motsätta oss att bevilja ett anslag, så att ni skola få så pass mycket hjälp. att ni icke svälta ihjäl. Jag hade verkligen hoppats, att den svenska riksdagen skulle hava förstått, att det belopp, som Kungl. Maj:t här föreslagit, kanske är i allra minsta laget. och i varje fall med litet värme hade velat ge de pengar, som det här är fråga om.",175.51963048498845,569.4233687405159,928.9838337182448,874.051593323217,1920.0,557.1428571428571,0.0,1.0,0.0
i-44oE4S3WCwWAhNdRAkLh4q,riksdagen-records\data\1867\prot-1867--ak--0125.xml,https://betalab.kb.se/prot-1867--ak--0125/prot_1867__ak__0125-000.jp2/_view ,1,0.0,0.0,"N:o 3, i anledning af förslag om öfverlemnande åt Talmännen att första gången sammankalla Kamrarnes gemensamma Utskott.",144.7661469933185,165.39634146341464,918.7082405345211,198.9329268292683,1867.0,0.0,1.0,1.0,0.0
i-Ba5ghya1FRSNEYwB7X6hCU,riksdagen-records\data\198485\prot-198485--030.xml,https://betalab.kb.se/prot-198485--30/prot_198485__30-035.jp2/_view ,36,0.0,0.0,"Redan för ett par år sedan, långt före den debatt som nu har uppkommit när det gäller rötslammet, pekade vi från folkpartiet i en motion på behovet av forskning kring alternativa fällningskemikalier. Den motionen grundade sig på att det också fanns problem beträffande aluminiumsulfat. Aluminium kunde orsaka utfällningar, och man trodde då att den fiskdöd som bl. a. förekom i Hjälmaren kunde hänföras till aluminiumutfällningar. Det var redan känt att övriga fällningskemikalier innebar risker, och det var därför vi menade att det var angeläget att man forskade inom detta område. Den motionen avslogs av riksdagen. Det visar sig nu att det hade varit rimligt att redan då sätta in forskningsresurser på detta område.",37.65690376569038,164.36903499469776,712.9707112970711,345.7051961823966,1984.0,673.0769230769231,0.0,0.0,1.0
i-CtEjRbDun6Wr1PVtkvopQR,riksdagen-records\data\1963\prot-1963--fk--007.xml,https://betalab.kb.se/prot-1963--fk--7/prot_1963__fk__7-005.jp2/_view ,6,1.0,0.0,Interpellation ang. samarbetet mellan statliga myndigheter och ortsbefolkningen vid,148.06980433632998,75.23066004258338,940.2432575356954,91.90915542938254,1963.0,333.3333333333333,0.0,0.0,0.0
i-Wurzm2qJdyokepMVUXaigh,riksdagen-records\data\197576\prot-197576--058.xml,https://betalab.kb.se/prot-197576--58/prot_197576__58-026.jp2/_view ,27,0.0,0.0,"Herr talman! Somt av det jag sade föll i god jord, men somt föll på hälleberget, om jag så får uttrycka mig.",257.8062449959968,861.6118769883351,905.5244195356285,910.9225874867445,1975.0,764.7058823529411,1.0,0.0,1.0
i-QPfDFJBUwtXNVeJrJUyMVx,riksdagen-records\data\1962\prot-1962--fk--018.xml,https://betalab.kb.se/prot-1962--fk--18/prot_1962__fk__18-155.jp2/_view ,156,0.0,0.0,"Jag ber, herr talman, att få yrka bifall till statsutskottets hemställan.",540.2542372881356,523.2474964234622,927.9661016949152,548.9985693848355,1962.0,842.391304347826,0.0,0.0,0.0
i-9E8k28qU9RGE31kZZMiJUM,riksdagen-records\data\1950\prot-1950--ak--030.xml,https://betalab.kb.se/prot-1950-höst-ak--30/prot_1950_höst_ak__30-046.jp2/_view ,47,0.0,0.0,"Då jag, herr talman, nu yrkar bifall till utskottets förslag, är det således av de skäl, som jag här anfört för mitt ställningstagande, och med den förhoppningen att Kungl. Maj:t så snart psykopatvårdsutredningens förslag avgivits måtte taga frågan om lösdrivarlagen under omedelbar omprövning.",64.15694591728526,229.97138769670957,446.44750795334045,355.15021459227466,1950.0,516.8539325842697,1.0,1.0,0.0
i-TTQZ2SjUViDeTEgvaPnCnT,riksdagen-records\data\1886\prot-1886--fk--024.xml,https://betalab.kb.se/prot-1886--fk--24/prot_1886__fk__24-040.jp2/_view ,41,1.0,0.0,Första Kammarens Prot. 1886. N:o 24. 4,99.19261822376009,933.2075471698114,783.7370242214533,946.7924528301886,1886.0,930.2325581395348,1.0,0.0,0.0
i-L88FJUHc7wLUPTqqZKVEWi,riksdagen-records\data\1941\prot-1941--fk--003.xml,https://betalab.kb.se/prot-1941--fk--3/prot_1941__fk__3-062.jp2/_view ,63,0.0,0.0,Herr Bergman:,257.89473684210526,183.9323467230444,663.1578947368421,201.90274841437633,1941.0,601.9417475728155,1.0,0.0,0.0
i-NHbQyZCd4xq5KvpXTkbZsw,riksdagen-records\data\1867\prot-1867--ak--0511.xml,https://betalab.kb.se/prot-1867--ak--0511/prot_1867__ak__0511-000.jp2/_view ,1,1.0,0.0,654 Den 11 Maj.,155.31795160382666,70.67669172932331,577.9403489026449,83.0827067669173,1867.0,0.0,1.0,1.0,0.0
i-9uAyUWkhhcerHq3kue29wL,riksdagen-records\data\1916\prot-1916--fk--093.xml,https://betalab.kb.se/prot-1916--fk--93/prot_1916__fk__93-001.jp2/_view ,2,0.0,0.0,"Anmäldes och godkändes jordbruksutskottets förslag till riksdagens skrivelse, nr 9, till Konungen angående regleringen av utgifterna under riksstatens nionde huvudtitel, innefattande anslag till jordbruksdepartementet.",167.61041902604757,457.0994684889901,904.303510758777,522.3993925588459,1916.0,500.0,0.0,0.0,0.0
i-Rz1SUYpQGseLGaBSkinaLX,riksdagen-records\data\1940\prot-1940-urtima-fk--004.xml,https://betalab.kb.se/prot-1940-urtima-fk--4/prot_1940_urtima_fk__4-002.jp2/_view ,3,0.0,0.0,Herr Gärde:,91.9661733615222,661.2561750176429,686.046511627907,676.0762173606211,1940.0,333.3333333333333,1.0,0.0,0.0
i-SazsAmQoUiiE5fSxAEwnLV,riksdagen-records\data\1905\prot-1905--ak--002.xml,https://betalab.kb.se/prot-1905--ak--2/prot_1905__ak__2-002.jp2/_view ,3,0.0,0.0,I enlighet med förut fattadt beslut företogs val af tre ledamöter att deltaga i talmansöfverläggningarna; och blefvo därtill utsedde:,73.26846021751574,287.4766355140187,804.8082427017745,333.4579439252336,1905.0,500.0,1.0,1.0,0.0
i-VrtoU57PxE6VW4S5uQHCCi,riksdagen-records\data\1962\prot-1962--ak--002.xml,https://betalab.kb.se/prot-1962--ak--2/prot_1962__ak__2-018.jp2/_view ,19,1.0,0.0,Tisdagen den 16 januari 1962,321.60259880887924,65.45064377682404,606.9301570113697,77.61087267525035,1962.0,600.0,1.0,1.0,0.0
i-Eng66V4ZwSDYxfeZfDTJsm,riksdagen-records\data\1882\prot-1882--ak--031.xml,https://betalab.kb.se/prot-1882--ak--31/prot_1882__ak__31-043.jp2/_view ,44,0.0,0.0,"Men om dessa provinsialläkare göra sådana uppoffringar och detta icke blott en och annan, utan hela corpsen i allmänhet, och man ändå ser den ena generationen efter den andra gå in på samma bana, så borde väl deras ställning vara mycket afundsvärd, eftersom nya individer oupphörligt rycka in i ledet och ersätta dem, som gått undan. Aderton och ett halft år är den i verkligheten uppnådda medelsiffran för provinsialläkarens tjenstetid. Hurudan har då hans verk-",178.87563884156728,788.33775085195,920.4997160704146,905.7175312381673,1882.0,826.9230769230769,0.0,1.0,0.0
i-AQDyebQxkeHNzkyvMTRoBe,riksdagen-records\data\197879\prot-197879--054.xml,https://betalab.kb.se/prot-197879--54/prot_197879__54-163.jp2/_view ,164,0.0,0.0,"Lövenborg, Alf (apk) 96",120.2775636083269,505.02379693283973,319.1981495759445,517.7154944473823,1978.0,981.9277108433735,0.0,0.0,1.0
i-UYbmoXCrYuXYXh99MNbzDs,riksdagen-records\data\1924\prot-1924--ak--014.xml,https://betalab.kb.se/prot-1924--ak--14/prot_1924__ak__14-001.jp2/_view ,2,0.0,0.0,Samtliga avlämnade motioner bordlades.,190.42663891779395,469.1444600280505,579.0842872008325,484.9228611500701,1924.0,32.25806451612903,0.0,1.0,0.0
i-NxPXBdzELH6nq4oPkKPx1m,riksdagen-records\data\1946\prot-1946--fk--015.xml,https://betalab.kb.se/prot-1946--fk--15/prot_1946__fk__15-031.jp2/_view ,32,1.0,0.0,32 Nr 15. Onsdagen den 10 april 1946.,139.55928646379854,58.907026259758695,662.6442812172089,70.97232079489,1946.0,418.9189189189189,0.0,0.0,0.0
i-JExqo9TnRJ1EXkmUafV6on,riksdagen-records\data\1881\prot-1881--fk--033.xml,https://betalab.kb.se/prot-1881--fk--33/prot_1881__fk__33-054.jp2/_view ,55,1.0,1.0,från mitt förra yrkande och instämmer i Herr Nordenfelts resera ere a vation. m. |,64.40483036227718,102.79667422524567,921.794134560092,144.36885865457293,1881.0,947.3684210526316,1.0,0.0,0.0
i-9r5cKq5tgzzcNMQZwmsWbz,riksdagen-records\data\198687\prot-198687--075.xml,https://betalab.kb.se/prot-198687--75/prot_198687__75-030.jp2/_view ,31,0.0,0.0,"Statens industriverk har på regeringens uppdrag gjort en kartläggning av tjänstesektorn och också lämnat förslag om åtgärder för att få till stånd en ökad geografisk spridning av tillväxten. Detta material har remissbehandlats. Arbetet med en sammanställning av remissynpunkterna pågår inom industridepartementet. Industriverkets förslag till åtgärder rör en rad olika frågor, varav en del kräver ytterligare beredning. Ställningstaganden och förslag kommer att presenteras efter hand som erforderligt beslutsunderlag kommer fram.",68.62745098039217,563.7228979375991,727.1241830065359,698.0433632998414,1986.0,566.0377358490566,1.0,0.0,1.0
i-CZXVtdVctffGdDjJKXF4KB,riksdagen-records\data\1886\prot-1886--fk--024.xml,https://betalab.kb.se/prot-1886--fk--24/prot_1886__fk__24-040.jp2/_view ,41,0.0,0.0,att likställighet mellan alla provinser och samma fördelar för dem alla,60.55363321799308,677.3584905660377,806.2283737024221,694.3396226415094,1886.0,930.2325581395348,1.0,0.0,0.0
i-KeNtxPoXKrcXEd9npwv8sh,riksdagen-records\data\1935\prot-1935--ak--009.xml,https://betalab.kb.se/prot-1935--ak--9/prot_1935__ak__9-032.jp2/_view ,33,1.0,0.0,Onsdagen den 6 februari. Nr 9. 33,344.88272921108745,51.517290049400145,861.9402985074627,63.161609033168666,1935.0,800.0,1.0,1.0,0.0
i-HMM6QLg3vb2Ee1d2A5x7sP,riksdagen-records\data\1964\prot-1964--fk--021.xml,https://betalab.kb.se/prot-1964--fk--21/prot_1964__fk__21-013.jp2/_view ,14,0.0,0.0,"Därefter gjorde herr talmannen i enlighet med de angående mom. II förekomna yrkandena propositioner, först på bifall till vad utskottet hemställt samt vidare på antagande av det förslag, som innefattades i den av herr Kaijser m. fl. vid punkten avgivna reservationen; och förklarade herr talmannen, efter att hava upprepat propositionen på bifall till utskottets hemställan, sig finna denna proposition vara med övervägande ja besvarad.",538.751345532831,546.2427745664739,925.7265877287406,732.2976878612717,1964.0,146.06741573033707,0.0,0.0,0.0
i-3dSEYBDXZxwzznCkE2yKEn,riksdagen-records\data\1970\prot-1970--fk--030.xml,https://betalab.kb.se/prot-1970--fk--30/prot_1970__fk__30-054.jp2/_view ,55,0.0,0.0,"Den, det ej vill, röstar",502.12992545260914,477.45168217609165,718.3173588924387,489.62061560486757,1970.0,586.9565217391305,1.0,0.0,0.0
i-Wf6pdojAxkJ8qz8AAKx77N,riksdagen-records\data\1868\prot-1868--ak--0508.xml,https://betalab.kb.se/prot-1868--ak--0508/prot_1868__ak__0508-007.jp2/_view ,8,0.0,0.0,Herr Carl Ifvarsson:,152.2491349480969,61.96019526849418,569.204152249135,74.72775065715359,1868.0,250.0,0.0,1.0,0.0
i-Qb4q3ZKNpxsEdfjWCvQVN9,riksdagen-records\data\1924\prot-1924--ak--014.xml,https://betalab.kb.se/prot-1924--ak--14/prot_1924__ak__14-001.jp2/_view ,2,0.0,0.0,nr 380 och 381 av herr Fjellman m. fl.;,184.70343392299688,129.03225806451613,567.6378772112382,144.109396914446,1924.0,32.25806451612903,0.0,1.0,0.0
i-KS8b3t6nTWLZYce3Xm7p8q,riksdagen-records\data\1892\prot-1892--ak--016.xml,https://betalab.kb.se/prot-1892--ak--16/prot_1892__ak__16-029.jp2/_view ,30,0.0,0.0,"Herr Talman! Jag skall icke inblanda mig i den affär, som här är i fråga. Jag skall blott i anledning af densamma taga mig friheten att uttala den förhoppning, att Gellivaraaffären, hvilken jag satte mig emot, när den gjordes, måtte blifva för Kongl. Maj:t och Riksdagen en maning att hädanefter se sig bättre för, innan de besluta att öfvertaga enskilda bolags dåliga affärer. Någonting annat än ett sådant öfvertagande var väl egentligen icke hela den der affären. Att den utredning, som från Kongl. Maj:ts sida lemnades, var i högsta grad ofullständig, det har den närvarande diskussionen allt för tydligt visat. Banan var mycket sämre, än hvad den utgafs för att vara. De blomstermålningar, som från regeringsbänken framkommo, då det här i kammaren var fråga om köpet, voro blomstermålningar utan någon reel bakgrund. Det tog jag mig friheten att påpeka äfven då. Emellertid har affären skett, och man får taga den, som man har den. Men jag uttalar återigen den förhoppning, att det måtte lända Kongl. Maj:t och Riksdagen till varning. Så vidt jag kan förstå af det, som emanerat från spelet bakom kulisserna, var det en skicklig finansman i Stockholm, som duperade både regering och riksdag. Han var väl ock den ende, som gjorde vinst på affären utom bolaget, som fick sälja banan!",174.68499427262313,554.5385202135774,923.2531500572738,892.4485125858124,1892.0,500.0,0.0,1.0,0.0
i-CBpMuhMS5DVNc7YmXtSeEj,riksdagen-records\data\1918\prot-1918--ak--022.xml,https://betalab.kb.se/prot-1918--ak--22/prot_1918__ak__22-054.jp2/_view ,55,1.0,0.0,Ang. ändring i förordningen om taxeringsmyndigheter,825.5148741418764,185.98484848484847,941.6475972540046,235.22727272727272,1918.0,794.1176470588235,1.0,1.0,0.0
i-LRo2xy9EaKbvxQ5F18fwVB,riksdagen-records\data\1942\prot-1942--fk--024.xml,https://betalab.kb.se/prot-1942--fk--24/prot_1942__fk__24-066.jp2/_view ,67,0.0,0.0,"För det andra kan jag nämna, att jag låtit representanter för olika sidor av den artilleristiska vetenskapen för mig redogöra för dessa ting. Jag har därvid funnit, att arméartilleristerna och kustartilleristerna ha mycket olika uppfattning. För min del kom jag vid min prövning av ärendet till den uppfattningen, att det är svårare att utbilda för sjöfrontsartilleri än för markartilleri, och jag har alltså kommit till rakt motsatt uppfattning mot herr von Horn.",56.20360551431601,610.1694915254237,856.3096500530223,698.093220338983,1942.0,354.8387096774194,1.0,0.0,0.0
i-81WLgjuy3P3wdqk479y7uJ,riksdagen-records\data\1912\prot-1912--ak--004.xml,https://betalab.kb.se/prot-1912--ak--4/prot_1912__ak__4-012.jp2/_view ,13,0.0,0.0,"År 1912 den 31 januari sammanträdde den nämnd, som äger att döma, huruvida regeringsrättens samtliga ledamöter gjort sig förtjänte att i deras viktiga kall bibehållas, hvarvid röstades öfver följande proposition:",65.89147286821706,789.3129770992366,777.4086378737542,861.0687022900763,1912.0,800.0,1.0,1.0,0.0
i-9dxRuPvAq4EaWkxybp8su8,riksdagen-records\data\1959\prot-1959--ak--012.xml,https://betalab.kb.se/prot-1959--ak--12/prot_1959__ak__12-039.jp2/_view ,40,0.0,0.0,"statsutskottets hemställan i punkten 114:0) i utskottets utlåtande nr 4, röstar Ja; Den, det ej vill, röstar Nej;",119.68085106382979,619.2528735632184,501.5957446808511,714.7988505747126,1959.0,342.10526315789474,0.0,1.0,0.0
i-SHnmZ5hCwTiy6m8fNLnzZe,riksdagen-records\data\1867\prot-1867--fk--0130.xml,https://betalab.kb.se/prot-1867--fk--0130/prot_1867__fk__0130-001.jp2/_view ,2,0.0,0.0,"Efter härmed slutad öfverläggning och uppå gjord proposition, hänvisades motionen jemte yttrandet till Stats-Utskottet.",80.83663086489543,636.767976278725,846.8061051441492,668.6434395848777,1867.0,30.303030303030305,0.0,0.0,0.0
i-SjBqmpxgdnT3b6tfj1dHvz,riksdagen-records\data\198485\prot-198485--114.xml,https://betalab.kb.se/prot-198485--114/prot_198485__114-007.jp2/_view ,8,0.0,0.0,Anf. 137 JÖRN SVENSSON (vpk):,75.45605306799337,54.699946893255444,964.3449419568823,170.47265002655337,1984.0,116.66666666666667,0.0,0.0,1.0
i-SnVyUg5hhsNXnDNTM82vfM,riksdagen-records\data\1882\prot-1882--ak--057.xml,https://betalab.kb.se/prot-1882--ak--57/prot_1882__ak__57-028.jp2/_view ,29,0.0,0.0,"väsentligaste delar af Första Kammaren godkändt, men afslogs af",59.98868138087153,212.20159151193636,799.0945104697226,230.76923076923077,1882.0,777.7777777777778,1.0,1.0,0.0
i-84CQhcatnfg1UdZfioa2Ak,riksdagen-records\data\1886\prot-1886--fk--024.xml,https://betalab.kb.se/prot-1886--fk--24/prot_1886__fk__24-040.jp2/_view ,41,0.0,0.0,"landet eller med utlandet, helst om man dertill lägger svårigheten att",65.7439446366782,195.8490566037736,810.8419838523645,215.0943396226415,1886.0,930.2325581395348,1.0,0.0,0.0
i-8Kod4gnGuR79JuL239A3n1,riksdagen-records\data\1945\prot-1945--ak--036.xml,https://betalab.kb.se/prot-1945-höst-ak--36/prot_1945_höst_ak__36-017.jp2/_view ,18,0.0,0.0,nr 678 av herr Wiberg m. fl.;,159.69989281886387,410.6125356125356,484.994640943194,424.50142450142454,1945.0,629.6296296296297,0.0,1.0,0.0
i-9DJZxoU15tDmoeVkLsLWt4,riksdagen-records\data\1944\prot-1944--ak--032.xml,https://betalab.kb.se/prot-1944-höst-ak--32/prot_1944_höst_ak__32-060.jp2/_view ,61,0.0,0.0,Återstående kostnad bestrides av staten.,90.47619047619047,200.355871886121,492.06349206349205,213.16725978647688,1944.0,697.6744186046512,1.0,1.0,0.0
i-TgndVzY7JAnPrvEZuFHnvK,riksdagen-records\data\1878\prot-1878--ak--027.xml,https://betalab.kb.se/prot-1878--ak--27/prot_1878__ak__27-027.jp2/_view ,28,0.0,0.0,"Den tid är förbi, säger motionären, då elementarläroverket betraktades såsom en inom sig sluten anstalt, ett »skrå». Fullkomligt sant. Men följer väl deraf, att detta läroverk behöfver genom en särskild åtgärd sättas i vexelverkan med folkhögskolan, eller komma i närmare beröring med henne för att frigöra sig från möjligen ännu vidlådande skråmessighet? Jag tror det icke. Nu mera tränger lifvet af sig sjelft med oafvislig kraft in på läroverket och tillvinner sig af dess alumner en uppmärksamhet och ett intresse, hvilket man någon gång kunde önska vara mindre lifligt. Läroverksstadens och provinsens frågor för dagen, ja äfven Riksdagens förhandlingar äro i allmänhet väl kända och blifva icke sällan med stort deltagande diskuterade inom ynglingakretsarne. I en tid, som vår, då lättade kommunikationer och tilltagande utbredning af pressens alster skyndsamt sprida underrättelser och ideer från ort till ort, behöfver man icke ens om elementarläroverket frukta, att det skall sakna inflytelser utifrån och blifva utan intresse för allt annat än sig sjelft. . |",181.35011441647598,374.0172220142269,927.3455377574371,627.8547360539123,1878.0,551.0204081632653,0.0,1.0,0.0
i-MDYaj5Srt2xZ8feGof2HSN,riksdagen-records\data\1905\prot-1905--ak--040.xml,https://betalab.kb.se/prot-1905--ak--40/prot_1905__ak__40-022.jp2/_view ,23,1.0,1.0,"Den, det ej vill, röstar Om dyrtidsel . tillägg åt en Nej: del tjänste- Se]; män och be: tjänte.",130.43478260869566,100.18691588785046,921.5132693393563,164.48598130841123,1905.0,956.5217391304349,1.0,1.0,0.0
i-ReYv5oJzrVTA9qozCBjw9M,riksdagen-records\data\1963\prot-1963--fk--007.xml,https://betalab.kb.se/prot-1963--fk--7/prot_1963__fk__7-005.jp2/_view ,6,1.0,0.0,"nedläggning av järnväg, m. m.",169.22263352723428,90.48970901348474,453.1993654151243,103.26472675656494,1963.0,333.3333333333333,0.0,0.0,0.0
i-UpwsYX3b57nBxNL5Pm8LjC,riksdagen-records\data\197980\prot-197980--153.xml,https://betalab.kb.se/prot-197980--153/prot_197980__153-080.jp2/_view ,81,0.0,0.0,Vinner nej har kammaren bifallit det av Paul Jansson under överläggningen framställda yrkandet.,71.71964140179298,760.4885820499203,735.126324368378,791.8215613382899,1979.0,769.2307692307693,1.0,0.0,1.0
i-KZSAVp8diJbSrsVMEi6qBy,riksdagen-records\data\197576\prot-197576--071.xml,https://betalab.kb.se/prot-197576--71/prot_197576__71-042.jp2/_view ,43,1.0,0.0,219,914.3556280587276,896.3868225292242,942.9037520391516,906.4824654622741,1975.0,976.7441860465116,1.0,0.0,1.0
i-QdxAbNnAZGzLsAkEMu9Qmw,riksdagen-records\data\1878\prot-1878--ak--038.xml,https://betalab.kb.se/prot-1878--ak--38/prot_1878__ak__38-035.jp2/_view ,36,1.0,1.0,"Ang. föränur synpunkten af en önskan att genom den diskussion i ämnet, som drad reglering skulle komma till stånd, få frågans lösning ett godt steg framåt. Ehuru Å Faner jag alldeles tydligt uttalat denna min tanke, har icke dess mindre (Forts) Samme talare tillvitat mig att hafva mot regeringen framkastat beskyllningar för jesuitism. Detta hans yttrande får stå för hans räkning; för mig är det verkligen omöjligt att följa hans tankegång i detta hän-",55.33371363377068,90.97633136094676,912.7210496292071,187.1301775147929,1878.0,673.0769230769231,0.0,1.0,0.0
i-6nrdYAQFVqeTqnEpjeQf2L,riksdagen-records\data\1959\prot-1959--fk--017.xml,https://betalab.kb.se/prot-1959--fk--17/prot_1959__fk__17-030.jp2/_view ,31,0.0,0.0,"komstförstärkning kommer till stånd, för budgetåret 1961/62 ha stigit till mellan 3,5 och 4 miljarder kronor.",57.569296375266525,104.6594982078853,449.89339019189765,148.02867383512543,1959.0,833.3333333333334,1.0,0.0,0.0
i-RBaiLDUbQ1soPd24zGEFcZ,riksdagen-records\data\198182\prot-198182--176.xml,https://betalab.kb.se/prot-198182--176/prot_198182__176-003.jp2/_view ,4,0.0,0.0,"Utbildningsutskottets betänkande 1981/82:34 Anslag på tilläggsbudget III inom utbildningsdepartementets verksamhetsområde, m. IM. s.ssssssersersrrrr enes",74.59016393442623,683.3245660178852,654.0983606557377,732.2461862177802,1981.0,41.0958904109589,0.0,0.0,1.0
i-2Sy4oPy9Gu5EUd4odRh98a,riksdagen-records\data\1905\prot-1905--fk--012.xml,https://betalab.kb.se/prot-1905--fk--12/prot_1905__fk__12-003.jp2/_view ,4,0.0,0.0,"> Wiigell, C-., i d. riksdagsman, Örkelljunga, ... > 46 >",201.99647680563712,185.26785714285714,898.4145625366999,212.05357142857142,1905.0,250.0,0.0,0.0,0.0
i-BSy74rYjGhBRSKTDLrKm1g,riksdagen-records\data\1876\prot-1876--ak--053.xml,https://betalab.kb.se/prot-1876--ak--53/prot_1876__ak__53-044.jp2/_view ,45,1.0,0.0,af det metriska,795.7110609480814,109.7155522718877,911.3995485327314,120.79793128925009,1876.0,758.6206896551723,1.0,1.0,0.0
i-NbRvkjXXz8Jk1ritEiNiFH,riksdagen-records\data\1921\prot-1921--fk--015.xml,https://betalab.kb.se/prot-1921--fk--15/prot_1921__fk__15-007.jp2/_view ,8,0.0,0.0,"Till sist gjorde den ärade talaren en vädjan till högern, att vi särskilt skulle understödja förslaget, ty vi skulle på det viset få se, att vi kunde få skörda, där vi ej hade sått, och detta skulle hos oss framkalla en ökad livsglädje. Jag tror mig kunna försäkra den ärade talaren, att det nog icke råder någon brist på förtroende hos vårt parti, vad beträffar utsikten att inregistrera förmånliga valutgångar. Jag tror mig också kunna säga, att det är oss ganska likgiltigt, om de röster, som givas Oss, komma från den ena eller andra gruppen, bara vi få dem. Men jag skulle vilja tillägga, att nog förefaller det mig ganska egendomligt, när man trätt in för den kvinnliga rösträtten och baserat den på likställighetsprincipen, att man då har så bråttom med att genomföra denna förändring, som skulle ställa kvinnorna i en särskild klass av väljare, att man ej ens vill vänta, tills de själva få utöva sin rösträtt.",159.32203389830508,189.26123381568928,914.6892655367232,411.65270373191163,1921.0,411.7647058823529,0.0,0.0,0.0
i-UYix1YLMzQ4rez8Gj6oTLg,riksdagen-records\data\1923\prot-1923--ak--028.xml,https://betalab.kb.se/prot-1923--ak--28/prot_1923__ak__28-059.jp2/_view ,60,0.0,0.0,§ 7.,546.3687150837989,429.38496583143507,589.3854748603352,444.5709946848899,1923.0,936.5079365079365,0.0,1.0,0.0
i-3vR98xa7mkSwPyggbuWRWA,riksdagen-records\data\198990\prot-198990--113.xml,https://betalab.kb.se/prot-198990--113/prot_198990__113-083.jp2/_view ,84,0.0,0.0,Vi måste inse krisens natur innan vi kan finna de rätta vägarna att bekämpa den. Det är en satsning på förståelse av och forskning om krisens natur som vi måste prioritera. Förståelsen mellan människor är också alldeles för dålig. Det räcker inte alls att bara se främmande folk på TV. Det räcker inte heller att anslå si eller så många miljarder i biståndsbudgeten.,60.380479735318445,202.66666666666666,734.4913151364765,288.5333333333333,1989.0,471.5909090909091,0.0,0.0,1.0
